Instrument,ISIN,ISIX,WKN,Mnemonic,MIC Code,URL,,,,,,,,,,,,,,,,,,,,,,,Start Intraday Auction 10,Start Closing Auction
K+S AG NA O.N.,DE000KSAG888,266,000KSAG88,SDF,XETR,http://www.finanzen.at/aktien/K+S-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
OSRAM LICHT AG NA O.N.,DE000LED4000,2664,000LED400,OSR,XETR,http://www.finanzen.at/aktien/OSRAM-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
LEG IMMOBILIEN AG NA O.N.,DE000LEG1110,3729,000LEG111,LEG,XETR,http://www.finanzen.at/aktien/LEG_Immobilien-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
LOTTO24 AG NA O.N.,DE000LTT0243,1531,000LTT024,LO24,XETR,http://www.finanzen.at/aktien/Lotto24-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
PORSCHE AUTOM.HLDG VZO,DE000PAH0038,4144,000PAH003,PAH3,XETR,http://www.finanzen.at/aktien/Porsche-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
PATRIZIA IMMOBILIEN NA ON,DE000PAT1AG3,10684,000PAT1AG,P1Z,XETR,http://www.finanzen.at/aktien/PATRIZIA_Immobilien-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
DO DT.OFFICE AG   O.N.,DE000PRME020,502,000PRME02,PMOX,XETR,http://www.finanzen.at/aktien/Deutsche_Office-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
PROSIEBENSAT.1  NA O.N.,DE000PSM7770,677,000PSM777,PSM,XETR,http://www.finanzen.at/aktien/ProSiebenSat1_Media-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ROY CERAMICS SE,DE000RYSE888,2162,000RYSE88,RY8,XETR,http://www.finanzen.at/aktien/ROY_Ceramics-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SCHAEFFLER AG INH. VZO,DE000SHA0159,1573,000SHA015,SHA,XETR,http://www.finanzen.at/aktien/Schaeffler-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SKW STAHL-METAL.HLDG.NA,DE000SKWM021,275,000SKWM02,SK1A,XETR,http://www.finanzen.at/aktien/SKW_Stahl-Metallurgie-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
STRATEC BIOMEDICAL NAM.ON,DE000STRA555,2378,000STRA55,SBS,XETR,http://www.finanzen.at/aktien/STRATEC_Biomedical-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SYMRISE AG INH. O.N.,DE000SYM9999,13469,000SYM999,SY1,XETR,http://www.finanzen.at/aktien/Symrise-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TELE COLUMBUS AG NA O.N.,DE000TCAG172,2171,000TCAG17,TC1,XETR,http://www.finanzen.at/aktien/Tele_Columbus-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TALANX AG NA O.N.,DE000TLX1005,3290,000TLX100,TLX,XETR,http://www.finanzen.at/aktien/Talanx-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TUI AG NA O.N.,DE000TUAG000,9047,000TUAG00,TUI1,XETR,http://www.finanzen.at/aktien/TUI-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
UNIPER SE NA.,DE000UNSE018,2980,000UNSE01,UN01,XETR,http://www.finanzen.at/aktien/Uniper-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
VTG AG O.N.,DE000VTG9999,16187,000VTG999,VT9,XETR,http://www.finanzen.at/aktien/VTG-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
WACKER NEUSON SE NA O.N.,DE000WACK012,10967,000WACK01,WAC,XETR,http://www.finanzen.at/aktien/Wacker-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SILTRONIC AG NA O.N.,DE000WAF3001,152,000WAF300,WAF,XETR,http://www.finanzen.at/aktien/Siltronic-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
WACKER CHEMIE        O.N.,DE000WCH8881,3849,000WCH888,WCH,XETR,http://www.finanzen.at/aktien/WACKER_CHEMIE-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
WINDELN.DE SE O.N.,DE000WNDL110,2327,000WNDL11,WDL,XETR,http://www.finanzen.at/aktien/windeln_de-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
XING AG NA O.N.,DE000XNG8888,13063,000XNG888,O1BC,XETR,http://www.finanzen.at/aktien/XING-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ZALANDO SE,DE000ZAL1111,212,000ZAL111,ZAL,XETR,http://www.finanzen.at/aktien/Zalando-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ZHONGDE WASTE TECHNOLOGY,DE000ZDWT018,8446,000ZDWT01,ZEF,XETR,http://www.finanzen.at/aktien/ZhongDe_Waste_Technology-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
VESTAS WIND SYST. NAM.DK1,DK0010268606,7379,913769,VWS,XETR,http://www.finanzen.at/aktien/Vestas_Wind_Systems-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
PANDORA A/S          DK 1,DK0060252690,2207,000A1C6JV,3P7,XETR,http://www.finanzen.at/aktien/Pandora-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
COLOPLAST NAM. B    DK 1,DK0060448595,1985,000A1KAGC,CBHD,XETR,http://www.finanzen.at/aktien/Coloplast-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"NOVO-NORDISK NAM.B DK-,20",DK0060534915,124,000A1XA8R,NOVC,XETR,http://www.finanzen.at/aktien/Novo_Nordisk-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"PRO KAPITAL GRUPP EO 0,20",EE3100006040,74,579797,17E,XETR,http://www.finanzen.at/aktien/Pro_Kapital_Grupp-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"EBRO FOODS NOM. EO -,60",ES0112501012,324,914506,AZU,XETR,http://www.finanzen.at/aktien/EBRO_FOODS_SA-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BCO BIL.VIZ.ARG.NOM.EO-49,ES0113211835,2393,875773,BOY,XETR,http://www.finanzen.at/aktien/Banco_Bilbao_Vizcaya_Argentaria-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BANKIA S.A.        EO 0,8",ES0113307021,1579,000A1T9L9,FV01,XETR,http://www.finanzen.at/aktien/BANKIA_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BCO POP. ESP. NOM. EO-,50",ES0113790226,1594,000A1W0MG,POPD,XETR,http://www.finanzen.at/aktien/Banco_Popular_Espanol_SA-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BCO SANTANDER N.EO0,5",ES0113900J37,2401,858872,BSD2,XETR,http://www.finanzen.at/aktien/Santander-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
GAS NATURAL SDG INH. EO 1,ES0116870314,1600,853598,GAN,XETR,http://www.finanzen.at/aktien/Gas_Natural_SDG-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ACCIONA SA INH.    EO 1,ES0125220311,12217,865629,AJ3,XETR,http://www.finanzen.at/aktien/Acciona-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ENDESA INH.       EO 1,20",ES0130670112,157,871028,ENA,XETR,http://www.finanzen.at/aktien/Endesa-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"GAMESA CORP.TEC.I.EO-,17",ES0143416115,1445,000A0B5Z8,GTQ1,XETR,http://www.finanzen.at/aktien/Gamesa-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"IBERDROLA INH.    EO -,75",ES0144580Y14,11031,000A0M46B,IBE1,XETR,http://www.finanzen.at/aktien/Iberdrola-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"INDITEX INH.      EO 0,03",ES0148396007,1164,000A11873,IXD1,XETR,http://www.finanzen.at/aktien/Inditex-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ALMIRALL S.A.     EO -,12",ES0157097017,1575,000A0MU8Y,E2Z,XETR,"http://www.finanzen.at/aktien/Laboratorios_Almirall,-Aktie",,,,,,,,,,,,,,,,,,,,,,,,17:30
"ACS,ACT.CO.SER.INH.EO-,50",ES0167050915,1630,000A0CBA2,OCI1,XETR,http://www.finanzen.at/aktien/ACS-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
REPSOL S.A. INH.     EO 1,ES0173516115,2542,876845,REP,XETR,http://www.finanzen.at/aktien/Repsol-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TELEFONICA INH.      EO 1,ES0178430E18,2769,850775,TNE5,XETR,http://www.finanzen.at/aktien/Telefonica-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"NOKIA CORP.        EO-,06",FI0009000681,162,870737,NOA3,XETR,http://www.finanzen.at/aktien/Nokia-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
OUTOKUMPU OYJ A,FI0009002422,1993,885421,OUTA,XETR,http://www.finanzen.at/aktien/Outokumpu-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"STORA ENSO OYJ R EO 1,70",FI0009005961,1136,871004,ENUR,XETR,http://www.finanzen.at/aktien/Stora_Enso-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
UPM KYMMENE CORP.,FI0009005987,1135,881026,RPL,XETR,http://www.finanzen.at/aktien/UPM-Kymmene-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"FORTUM OYJ        EO 3,40",FI0009007132,909,916660,FOT,XETR,http://www.finanzen.at/aktien/Fortum-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SRV YHTIOET OYJ,FI0009015309,1326,000A0MSY7,B7J,XETR,http://www.finanzen.at/aktien/SRV_Yhtio-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
FERRATUM OYJ,FI4000106299,1473,000A1W9NS,FRU,XETR,http://www.finanzen.at/aktien/Ferratum-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
CREDIT AGRICOLE INH. EO 3,FR0000045072,3243,982285,XCA,XETR,http://www.finanzen.at/aktien/Cr%c3%a9dit_Agricole-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"AIR LIQUIDE INH. EO 5,50",FR0000120073,163,850133,AIL,XETR,http://www.finanzen.at/aktien/Air_Liquide-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"CARREFOUR S.A. INH.EO 2,5",FR0000120172,164,852362,CAR,XETR,http://www.finanzen.at/aktien/Carrefour-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"TOTAL S.A.      EO 2,50",FR0000120271,1128,850727,TOTB,XETR,http://www.finanzen.at/aktien/TOTAL-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"OREAL (L') INH.    EO 0,2",FR0000120321,165,853888,LOR,XETR,http://www.finanzen.at/aktien/LOr%c3%a9al-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
VALLOUREC            EO 2,FR0000120354,4562,852809,VAC,XETR,http://www.finanzen.at/aktien/Vallourec-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ACCOR SA INH.        EO 3,FR0000120404,1127,860206,ACR,XETR,http://www.finanzen.at/aktien/Accor-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BOUYGUES SA INH.     EO 1,FR0000120503,2583,858821,BYG,XETR,http://www.finanzen.at/aktien/Bouygues-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SANOFI SA INHABER    EO 2,FR0000120578,2619,920657,SNW,XETR,http://www.finanzen.at/aktien/Sanofi-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"AXA S.A. INH.     EO 2,29",FR0000120628,167,855705,AXA,XETR,http://www.finanzen.at/aktien/AXA-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"DANONE S.A.       EO -,25",FR0000120644,1124,851194,BSN,XETR,http://www.finanzen.at/aktien/Groupe_Danone-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"LVMH               EO 0,3",FR0000121014,168,853292,MOH,XETR,http://www.finanzen.at/aktien/LVMH-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
MICHELIN  NOM.       EO 2,FR0000121261,3578,850739,MCH,XETR,http://www.finanzen.at/aktien/Michelin-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
KERING S.A. INH.     EO 4,FR0000121485,3138,851223,PPX,XETR,http://www.finanzen.at/aktien/Kering-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
PEUGEOT SA           EO 1,FR0000121501,1117,852363,PEU,XETR,http://www.finanzen.at/aktien/Peugeot-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SCHNEIDER ELEC. INH. EO 4,FR0000121972,170,860180,SND,XETR,http://www.finanzen.at/aktien/Schneider_Electric-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
VEOLIA ENVIRONNE. EO 5,FR0000124141,17784,501451,VVD,XETR,http://www.finanzen.at/aktien/Veolia_Environnement-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
UNIBAIL-ROD.SE INH.  EO 5,FR0000124711,71,863733,UBL,XETR,http://www.finanzen.at/aktien/Unibail-Rodamco-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ST GOBAIN            EO 4,FR0000125007,66,872087,GOB,XETR,http://www.finanzen.at/aktien/Compagnie_de_Saint-Gobain-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"VINCI S.A. INH.   EO 2,50",FR0000125486,1349,867475,SQU,XETR,http://www.finanzen.at/aktien/Vinci-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"VIVENDI S.A. INH.  EO 5,5",FR0000127771,6662,591068,VVU,XETR,http://www.finanzen.at/aktien/Vivendi-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"STE GENERALE INH. EO 1,25",FR0000130809,175,873403,SGE,XETR,http://www.finanzen.at/aktien/Soci%c3%a9t%c3%a9_G%c3%a9n%c3%a9rale-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BNP PARIBAS INH.     EO 2,FR0000131104,1099,887771,BNP,XETR,http://www.finanzen.at/aktien/BNP_Paribas-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TECHNIP,FR0000131708,6357,891997,THP,XETR,http://www.finanzen.at/aktien/Technip-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"RENAULT INH.      EO 3,81",FR0000131906,1098,893113,RNL,XETR,http://www.finanzen.at/aktien/Renault-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ORANGE INH.          EO 4,FR0000133308,176,906849,FTE,XETR,http://www.finanzen.at/aktien/Orange-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ENGIE S.A. INH.      EO 1,FR0010208488,1915,000A0ER6Q,GZF,XETR,http://www.finanzen.at/aktien/Engie_SA-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ALSTOM S.A. INH.     EO 7,FR0010220475,1193,000A0F7BK,AOMD,XETR,http://www.finanzen.at/aktien/Alstom-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ELECTRICI.D.FRANCE E0-,50",FR0010242511,8373,000A0HG6A,E2F,XETR,http://www.finanzen.at/aktien/Electricit%c3%a9_de_France_(EDF)-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SUEZ                 EO 4,FR0010613471,3503,000A0Q418,SZ1,XETR,http://www.finanzen.at/aktien/Suez_Environnement_Company-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"SOLUTIONS 30 INH. EO-,51",FR0013188844,1722,000A2AP0H,30L2,XETR,http://www.finanzen.at/aktien/SOLUTIONS_30_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BHP BILLITON       DL-,50",GB0000566504,3265,908101,BIL,XETR,http://www.finanzen.at/aktien/BHP_Billiton_3-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"DIAGEO PLC LS-,28935185",GB0002374006,1848,851247,GUI,XETR,http://www.finanzen.at/aktien/Diageo-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BAE SYSTEMS PLC   LS-,025",GB0002634946,2226,866131,BSP,XETR,http://www.finanzen.at/aktien/BAE_Systems-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BRIT.AMER.TOBACCO  LS-,25",GB0002875804,912,916018,BMT,XETR,http://www.finanzen.at/aktien/British_American_Tobacco-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
IMPERIAL BRANDS PLC LS-10,GB0004544929,1198,903000,ITB,XETR,http://www.finanzen.at/aktien/Imperial_Brands-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"HSBC HLDGS PLC     DL-,50",GB0005405286,6371,923893,HBC1,XETR,http://www.finanzen.at/aktien/HSBC-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"MORRISON SUPERMKTS LS-,10",GB0006043169,1588,880225,MZP,XETR,http://www.finanzen.at/aktien/Wm_Morrison_Supermarkets-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ASSOC. BR. FOODS LS-,0568",GB0006731235,2513,920876,AFO1,XETR,http://www.finanzen.at/aktien/Associated_British_Foods-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"PEARSON PLC        LS-,25",GB0006776081,2792,858266,PES,XETR,http://www.finanzen.at/aktien/Pearson-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"RIO TINTO PLC      LS-,10",GB0007188757,20488,852147,RIO1,XETR,http://www.finanzen.at/aktien/Rio_Tinto_3-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BP PLC             DL-,25",GB0007980591,20049,850517,BPE5,XETR,http://www.finanzen.at/aktien/BP-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"LLOYDS BKG GRP     LS-,10",GB0008706128,6364,871784,LLD,XETR,http://www.finanzen.at/aktien/Lloyds_Banking-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"TESCO PLC          LS-,05",GB0008847096,1637,852647,TCO,XETR,http://www.finanzen.at/aktien/Tesco-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"GLAXOSMITHKLINE   LS-,25",GB0009252882,11619,940561,GS7,XETR,http://www.finanzen.at/aktien/GlaxoSmithKline-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ASTRAZENECA PLC    DL-,25",GB0009895292,20434,886455,ZEG,XETR,http://www.finanzen.at/aktien/AstraZeneca-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BT GROUP PLC      LS 0.05,GB0030913577,1961,794796,BTQ,XETR,http://www.finanzen.at/aktien/BT_Group_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BARCLAYS PLC      LS 0,25",GB0031348658,6926,850403,BCY,XETR,http://www.finanzen.at/aktien/Barclays-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"DIALOG SEMICOND.   LS-,10",GB0059822006,3846,927200,DLG,XETR,http://www.finanzen.at/aktien/Dialog_Semiconductor-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ADMIRAL GROUP PLC LS-,001",GB00B02J6398,1987,000A0DJ58,FLN,XETR,http://www.finanzen.at/aktien/Admiral_Group-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ROYAL DUTCH SHELL A EO-07,GB00B03MLX29,4319,000A0D94M,R6C,XETR,http://www.finanzen.at/aktien/Royal_Dutch_Shell_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ROYAL DUTCH SHELL B EO-07,GB00B03MM408,4293,000A0ER6S,R6C3,XETR,http://www.finanzen.at/aktien/Royal_Dutch_Shell-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
NATIONAL GRID PLC NEW,GB00B08SNH34,1216,000A0ETYW,NNGE,XETR,http://www.finanzen.at/aktien/National_Grid-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"AIR BERLIN PLC    EO -,25",GB00B128C026,2633,000AB1000,AB1,XETR,http://www.finanzen.at/aktien/Air_Berlin-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"THOMAS COOK GROUP  EO-,01",GB00B1VYCH82,1636,000A0MR3W,TCG,XETR,http://www.finanzen.at/aktien/Thomas_Cook-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ANGLO AMERICAN DL-,54945",GB00B1XZS820,1624,000A0MUKL,NGLB,XETR,http://www.finanzen.at/aktien/Anglo_American_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"RECKITT BENCK.GRP LS -,10",GB00B24CGK77,3840,000A0M1W6,3RB,XETR,http://www.finanzen.at/aktien/Reckitt_Benckiser_Group-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ROYAL BK SCOTLD GRP  LS 1,GB00B7T77214,1646,000A1JXTD,RYS1,XETR,http://www.finanzen.at/aktien/Royal_Bank_of_Scotland-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
VODAFONE GROUP PLC,GB00BH4HKS39,789,000A1XA83,VODI,XETR,http://www.finanzen.at/aktien/Vodafone-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ZEAL NETWORK SE      EO 1,GB00BHD66J44,742,000TPP024,TIM,XETR,http://www.finanzen.at/aktien/ZEAL-Network-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ERGOMED PLC       LS -,01",GB00BN7ZCY67,701,000A117XM,2EM,XETR,http://www.finanzen.at/aktien/Ergomed-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"INDIVIOR PLC      DL 0,10",GB00BRS65X63,2237,000A12FHW,2IV,XETR,http://www.finanzen.at/aktien/Indivior_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
CHINA MOBILE LTD.,HK0941009539,203,909622,CTM,XETR,http://www.finanzen.at/aktien/China_Mobile_(Hong_Kong)-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
LENOVO GROUP,HK0992009065,1069,894983,LHL,XETR,http://www.finanzen.at/aktien/Lenovo_Group-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BK OF IRELD CAP.ST.EO-,05",IE0030606259,12,853701,BIR,XETR,http://www.finanzen.at/aktien/Bank_of_Ireland-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"MEDTRONIC PLC    DL-,0001",IE00BTN1Y115,868,000A14M2J,2M6,XETR,http://www.finanzen.at/aktien/Medtronic_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"RYANAIR HLDGS PLC EO-,006",IE00BYTBXV33,960,000A1401Z,RY4C,XETR,http://www.finanzen.at/aktien/Ryanair-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ADVANCED VISION T.  IS 2,IL0010837248,3893,931340,VSJ,XETR,http://www.finanzen.at/aktien/Advanced_Vision_Technology-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"GVC HOLDINGS PLC   EO-,01",IM00B5VQMV65,2669,000A1CWWN,6GI,XETR,http://www.finanzen.at/aktien/GVC-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
GENERALI             EO 1,IT0000062072,190,850312,ASG,XETR,http://www.finanzen.at/aktien/Generali-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BCA POP. MILANO      O.N.,IT0000064482,1550,860591,BPG,XETR,http://www.finanzen.at/aktien/Banca_Popolare_di_Milano_Sca_rl-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"INTESA SANPAOLO   EO 0,52",IT0000072618,970,850605,IES,XETR,http://www.finanzen.at/aktien/Intesa_Sanpaolo-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"MEDIASET S.P.A.   EO 0,52",IT0001063210,943,901402,MDS,XETR,http://www.finanzen.at/aktien/Mediaset-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ENEL S.P.A.          EO 1,IT0003128367,3454,928624,ENL,XETR,http://www.finanzen.at/aktien/Enel-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ENI S.P.A.,IT0003132476,14267,897791,ENI,XETR,http://www.finanzen.at/aktien/Eni-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TELECOM ITALIA,IT0003497168,3680,120470,TQI,XETR,http://www.finanzen.at/aktien/Telecom_Italia-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TELECOM ITALIA RNC,IT0003497176,1769,120471,TQIR,XETR,http://www.finanzen.at/aktien/Telecom_Italia_(Risp)-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"GEOX S.P.A.        EO-,10",IT0003697080,2050,000A0DNCF,GHH,XETR,http://www.finanzen.at/aktien/Geox-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
PARMALAT S.P.A.      EO 1,IT0003826473,4163,000A0ERW4,P4I,XETR,http://www.finanzen.at/aktien/Parmalat_SpaAz-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
UNICREDIT,IT0004781412,667,000A1JRZM,CRIH,XETR,http://www.finanzen.at/aktien/UniCredit-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"SHIRE PLC          LS-,05",JE00B2QKY057,1999,000A0MMAG,S7E,XETR,http://www.finanzen.at/aktien/Shire-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"GLENCORE PLC      DL -,01",JE00B4T3BW64,2059,000A1JAGV,8GC,XETR,http://www.finanzen.at/aktien/Glencore-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
CANON INC.,JP3242800005,920,853055,CNN1,XETR,http://www.finanzen.at/aktien/Canon-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SOFTBANK GROUP CORP.,JP3436100006,902,891624,SFT,XETR,http://www.finanzen.at/aktien/Softbank-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TOYOTA MOTOR CORP.,JP3633400001,14664,853510,TOM,XETR,http://www.finanzen.at/aktien/Toyota-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"TENCENT HLDGS   HD-,00002",KYG875721634,1963,000A1138D,NNND,XETR,http://www.finanzen.at/aktien/Tencent_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
RTL GROUP,LU0061462528,2901,861149,RRTL,XETR,http://www.finanzen.at/aktien/RTL_Group-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
LOGWIN AG,LU0106198319,2169,931705,TGH,XETR,http://www.finanzen.at/aktien/Logwin-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"CPI PROPERTY GRP   EO-,10",LU0251710041,11073,000A0JL4D,O5G,XETR,http://www.finanzen.at/aktien/CPI_PROPERTY-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"SAF HOLLAND S.A.   EO-,01",LU0307018795,17115,000A0MU70,SFQ,XETR,http://www.finanzen.at/aktien/SAF-Holland_SA-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ARCELORMITTAL S.A. NOUV.,LU0323134006,9003,000A0M6U2,ARRB,XETR,http://www.finanzen.at/aktien/ArcelorMittal-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
EXCEET GROUP SE RED. A,LU0472835155,7270,000A0YF5P,EXC,XETR,http://www.finanzen.at/aktien/exceet_Group-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
